instance,text,category
1602,Tegen de receptie zeggen dat zij contact op moeten nemen met de arts en dan de arts laten beslissen of er tijd vrij gemaakt moet worden of dat jan wel een maand kan wachten.,proactive
1603,"Zeggen dat je arts heeft gezegd dat het over twee weken zou moeten, en vragen of er toch niet een oplossing voor iets.. Bij weigering, vragen of ze even direct contact wil opnemen met de arts. Desnood een afspraak vlak voor of vlak na het spreekuur...",proactive
1604,Bij de receptie zeggen dat de dokter hem over 2 weken wil zien; ze moeten het onderling dan maar regelen.,passive
1605,de contact nemen met de arts,somewhat
1606,"jan moet er op staan of er geen mogelijkheid is voor hem om eerder te kunnen komen, omdat dit zijn gezondheid aangaat",proactive
1607,jan moet vol houden dat hij over 2 weken terg moet komen,proactive
1608,"Een afspraak maken,maar als hij een week voor de afspraak zelf merkt dat zijn conditie duidelijk verbeterd is de afspraak weer afzeggen, aangezien er een lange wachttijd is en andere mensen misschien veel noodzakelijker die afspraak nodig hebben.",passive
1609,direct zeggen dat de arts hem had voorgeschreven na 2 weken terug te komen en dat de arts daar waarschijnlijk een goede reden voor had. De receptie nadrukkelijk vragen dit met de arts te kortsluiten.,proactive
1610,de assistente vragen om de dokter te raadplegen over de deze afspraak en eventueel te wijzigen,proactive
1611,De receptionist verzoeken om de arts te raadplegen.,proactive
1612,Teruggaan en zeggen dat de arts erop aangedrongen heeft om over twee weken terug te komen. Zorgen dat er een afspraak staat en desnoods de arts te spreken vragen.,proactive
1613,Afhankelijk van zijn gezondheid moet hij of aandringen op een eerdere afspraak of is een afspraak over een maand prima,passive
1614,Jan deelt de receptionist(e) mee dat het op verzoek van de arts is.,passive
1615,Situatie uitleggen en zichzelf ervan verzekeren dat er geen risico is met twee weken vertraging.,passive
1616,"Allereerst vragen of het werkelijk niet eerder kan.Meestal is er nog wel een gaatje. Als dat niet kan, vragen om een andere arts.",proactive
1617,"Teruggaan naar de arts, en hem tegen de receptie laten zeggen, dat de afspraak echt over 2 weken moet.",proactive
1618,Zeggen wat de arts gezegd heeft en als het dan nog niet kan terug gaan naar de arts,proactive
1619,"Zeggen dat de arts wil dat hij over 2 weken terugkomt, dus dat ze hem er maar tussen moeten plakken. Als dat niet kan, moeten ze eerst overleggen met de arts, voordat de afspraak wordt verzet.",proactive
1620,dat hangt af van de situatie. als het van belang is dat het op tijd gebeurt dan moet er actie ondernomen worden in de vorm van direct contact met de arts.,proactive
1621,"aan de medewerker vertellen dat de dokter had gezegd over 2 weken terug komen, dat zijn geen 4 weken",passive
1622,Aangeven dat de arts het belangrijk vond dat hij binnen 2 weken opnieuw gezien werd door de arts en eventueel aandringen te overleggen met de arts.,proactive
1623,Vragen naar een andere arts die wel een gaatje vrij heeft op de planning,proactive
1624,"Aandringen bij de receptie dat de arts gezegd had naar 2 weken en als dit dus niet kan, er dus met de arts overlegd moet worden of later dan ook goed is of niet..",proactive
1625,ik zou accepteren.,passive
1626,niet aanvaarden en er op staan binnen 2 weken.,proactive
1627,Toch proberen ertussen te komen ook omdat de arts hem gezegd had over 2 weken terug te komen,proactive
1628,Melden dat op verzoek van de arts zelf een afspraak gepland moet worden over twee weken.,passive
1629,"Er duidelijk op wijzen dat de arts hem heeft ge‹nstrueerd om over 2 weken terug te komen, dus proberen om dit alsnog voor elkaar te krijgen.",proactive
1630,"Aangeven dat de Arts hem over twee weken wil terug zien, vragen of er geen mogelijk is om eerder een afspraak te krijgen en in ieder geval iets aan de conditie gaan doen.",passive
1631,Jan moet de eerstvolgende mogelijkheid afspreken en in de maand die hij moet wachten aan zijn conditie blijven werken zodat deze niet zal afnemen.,passive
1632,Terugkoppeling vragen met de behandelend arts.,proactive
1633,eerst met de arts overleggen,proactive
1634,De receptionist(e) erop attenderen dat de arts hem over 2 weken wilde zien.,passive
1635,Vragen of het zo lang kan wachten.,proactive
1636,Gewoon de arts met vakantie laten gaan!,passive
1638,Eisen over 2 weken terecht te kunnen of bij een andere arts een afspraak maken,proactive
1639,Zeer dringend verzoeken de wens van de dokter te respecteren en de afspraak over 2 weken te plannen.,proactive
1640,aan moeten dringen dat het raadzaam is dat het mogelijk moet zijn om eerder een afspraak in te plannen ivm zijn conditie,proactive
1641,"Eisen dat hij eerder terecht kan, zeker omdat de arts ook heeft aangegeven dat hij over 2 weken terug moet komen.",proactive
1642,proberen toch de afspraak op tijd te krijgen,proactive
1643,Zeggen dat hij van de arts over 2 weken moest terugkomen.,passive
1644,Aangeven dat hij met de arts heeft afgesproken om na twee weken terug te komen. Als het echt niet anders kan de afspraak toch maken voor over een maand.,passive
1645,De receptie laten overleggen met de arts.,proactive
1646,De conditie verbeteren en een afspraak maken voor over een maand,passive
1647,"Erop staan dat de afspraak gepland word over 2 weken en geen genoegen nemen met een langere wachttijd, tenzij er eerst met de arts overlegd wordt of dit absoluut geen probleem is.",proactive
1648,toch proberen een afspraak te maken voor over twee weken,proactive
1649,"Tegen de receptiemedewerker zeggen dat de arts toch echt tegen hem had gezegd dat hij over twee weken terug moest komen. Misschien is er toch nog een plek vrij? Eventueel zou hij op een soort wachtlijst geplaatst kunnen worden, zodat hij kan worden gebeld als iemand zijn afspraak afzegt. ",somewhat
1650,van de arts moet het over twee weken en blijven staan tot het geregelt is,proactive
1651,Contact opnemen met de dokter.,somewhat
1652,"Contact op nemen met een andere arts, indien niet mogelijk over een maand een afspraak maken",destructive
1653,aangeven aan de receptie dat de arts aangaf na twee weken terug te komen en dat ik van mening ben dat dat nodig is,passive
1654,erop staan dat hij op advies van de dokter over twee weken een afspraak moet maken,proactive
1655,Vragen of er niet eerder plaats is. Of dat de assistent jan op belt als iemand afbelt.,somewhat
1656,Voet bij stuk houden.,proactive
1657,een arts moet zich aan zijn afspraak houden zo niet dan komt hij onbetrouwbaar over,proactive
1658,de afspraak bij de receptie accepteren,passive
1659,op zijn strepen blijven staan,proactive
1660,Tegen de receptie zeggen dat de arts hem heeft aanbevolen over 2 weken terug te komen. Dat ze echt een gaatje moet zoeken in de agenda.,proactive
1661,Opnieuw kontakt opnemen met de arts,proactive
1662,Vragen om overleg met de arts,proactive
1663,gewoon een afspraak maken,passive
1664,"Bij de receptie duidelijk maken dat zijn arts hem over 2 weken terugverwacht en als dat niet helpt, teruggaan naar de arts en hem aanspreken.",proactive
1665,De discussie aangaan dat de dokter hem vraagt over 2 weken terug te komen en kennelijk niet op de hoogte is van de wachttijd.,passive
1666,Proberen een telefonisch consult met de arts te krijgen en zo kan hij toch binnen 2 weken contact krijgen met de arts over zijn conditie.,somewhat
1667,Goed de mensen ervan overtuigen dat het op advies van de dokter is.,passive
1668,Een afspraak wanneer is mogelijk maken.,passive
1669,optimistisch de volgende afspraak wachten en ondertussen werken aan zijn mentale en fysieke conditie.,passive
1670,zeggen dat hij van de dokter eerder moet langs komen en dat ze dat maar regel.,passive
1671,Opnieuw naar de arts gaan en zeggen dat de eerstvolgende mogelijkheid over meer dan een maand is.,proactive
1672,Hij moet wachten.,passive
1673,Zeggen dat de afspraak met de arts anders is  en erop staan dat deze ingevuld zal gaan worden zoals afgesproken met de arts!!!,proactive
1674,Proberen om toch een afspraak te maken.  Optie om de assistent te vertellen hoe het gaat. Bij veel klachten of niet lekker voelen naar de huisatsenpost gaan Zelf  blijven sporten en gezond leven,passive
1675,Een afspraak maken voor de volgende maand en intussen aan zijn conditie werken.,passive
1676,de arts vragen om een afspraak te maken,proactive
1677,aandringen op een eerdere afspraak en als dat niet lukt via de assistente van de betr. arts navraag doen bij de arts zelf.,proactive
1678,jan blijft  conditie verbeteren,passive
1679,Tegen de receptie zeggen dat de arts deze afspraak wil en als het beslist niet anders kan terug naar de arts gaan en vreagen of het kwaad kan als het controlebezoek 2 weken later is,proactive
1680,Zeggen dat het binnen 2 weken moet,passive
1681,Jan moet erop staan dat de afspraak eerder moet.,proactive
1682,De arts zelf te spreken krijgen en met hem overleggen of hij echt na twee weken terug moet komen of dat over meer dan een maand ook goed is.,proactive
1683,Aangeven dat de arts heeft verzocht om over 2 weken terug te komen. En dat er dus over 2 weken een afspraak gepland moet worden.,proactive
1684,vertellen dat de art gezegd heeft dat hij een afspraak over 2 weken moest maken,passive
1685,De receptie uitleg geven over de afspraak en dezete vragen te bellen zodra er uitval is,somewhat
1686,Vertellen dat de arts hem over 2 weken wil zien en de receptie vragen even kontakt met de arts op te nemen om tot een goede afspraak te komen.,proactive
1687,naar een andere dokter,destructive
1688,"Aangeven dat de arts aangegeven heeft dat hij over twee weken terug moet komen, vragen of er echt geen mogelijkheid is en anders aan de receptioniste vragen hoe zij dot zou oplossen. Wellicht is er een andere arts, of kan er telefonisch iets geregeld worden. Ik zou hem adviseren voet bij stuk te houden, het is zijn gezondheid!",proactive
1689,verwijzen naar advies van de arts.,passive
1690,Aangeven dat hij een afpraak met de arts heeft gemaakt. En die wil hem zien of zijn conditie is verbeterd. Dus mijn probleem van maken maar de receptie moet maar in overleg gaan met de arts. Daarna een afspraak maken.,proactive
1691,Niet eerder weg gaan met een afspraak voor over twee weken,proactive
1692,"Naar een ander ziekenhuis gaan, indien de afspraak niet vervroegd kan worden.",destructive
1693,niet acepteren ik ben klant met rechten,destructive
1694,op aandringen dat het binnen 2 weken moet,proactive
1695,"De receptie er op attent maken dat de arts 2 weken wilde. Indien de receptei daarop geen gehoor geeft, nogmaals de arts raadplegen.",proactive
1696,Uitleggen dat hij met de betreffende arts heeft afgesproken om over 2 weken terug te komen dus dat ze hem dan over 2 weken toch bij de arts inroosteren. En dat de receptie het dan maar even na moet vragen bij de betreffende arts als ze dan nog steeds geen mogelijkheid ziet en het met hem moet afstemmen.,proactive
1698,"Er op aandringen dat de dokter hem toch echt over twee weken weer wilde zien, en proberen of er nog ergens een gaatje in de agenda zit waar hij tussen kan worden gepropt.",somewhat
1699,af spraak over een maand,passive
1700,Niets. Heeft zo meer tijd om aan conditie te werken.,passive
1701,vermelden dat de arts een afspraak over twee weken wil en vragen of de receptie hierover contact met de arts wil opnemen.,proactive
1702,er op aandringen dat het volgens de arts over twee weken gecontroleerd moet worden en niet over vier weken,passive
1703,dan maar over een maand,passive
1704,Er op hameren om over 2 weken terug te komen,proactive
1705,Zeggen dat dit van de arts moest.,passive
1706,Hij zou de reden moeten vragen.en naar aanleiding van het antwoord actie ondernemen.,proactive
1707,Receptie verzoeken om contact op te nemen met de arts en de afspraak te maken voor over twee weken.,proactive
1708,Zeggen dat de arts zelf wilde dat hij over 2 weken terug zou komen.,passive
1709,Verwijzen naar de afspraak met de arts en verzoeken om ruimte te maken in de agenda of een alternatief te laten voorstellen om toch het contact te hebben. (bijv. via andere arts of telefonisch),somewhat
1710,De arts wilde hem over 2 weken zien dus moet er wel een afspraak gemaakt worden rond die tijd. De assistente laten overleggen met de arts hoe dit opgelost kan worden als zij geen afspraak kan regelen.,proactive
1711,Aandringen op een eerdere afspraak overeenkomstig de uitspraak van de arts.,proactive
1712,Zeggen dat de dokter heeft gezegd dat hij Jan graag terug ziet over 2 weken dus of er echt geen mogelijkheid is om over 2 weken een afspraak te hebben.,passive
1713,Verwijzen dat de arts zelf hem in 2 weken terug wil zien,passive
1714,De receptioniste duidelijk maken dat de arts heeft aangegeven dat hij Jan na 14 dagen wil zien.,passive
1715,"Een afspraak over 4 weken maken, kan hij in de extra tijd zijn conditie nog veel meer verbeteren",passive
1716,evt. bij een andere arts en anders zeggen dat de arts hem toch echt over 2 wkn wilde zien!,destructive
1717,Aan de medewerker van de receptie uitleggen dat hij van de arts over twee weken terug moet komen en dus dat er dan ook een afspraak gepland gaat worden.,proactive
1718,uitleggen dat hij met 2 weken terugmoest komen en dat het heel belangrijk voor hem is of ze niet een plekje tussendoor hebben,somewhat
